id_r,cue,resp_1,resp_2,resp_3,incorrect,human_correction,issue
247325,Reiz,Stimulierung,WORD,Anziehungskraft,unangnehm,unangenehm,
137082,Salat,Bizeps,WORD,Salat,schrumfptvon,schrumpfen ,
278704,Lebenslauf,WORD,Lebensgeschichte,Ereignisse,Curriculum Vitae,Curriculum Vitae,
18673,USA,WORD,Mittlerer Westen,Autofahren,USAirways,US Airways,
27596,Abhängigkeit,Sucht,Bestrafung,WORD,Mittläufer,Mitläufer,
34304,beschrieben,beschreiben,WORD,schwarz,vollgekritzelt,vollgekritzelt,
319588,fließend,Flüssig,WORD,NA,leichets Gefälle,leichtes Gefälle,
270129,Bayern,WORD,Familie,Fußball,Müchen,München ,
125670,Partnerbörse,Dateings,WORD,Suche,eDarling,eDarling,
307754,Briefträger,WORD,Kleinmotorrad,gelb,Pösteler,Pöstler,
334369,Erdöl,WORD,bohren,Energie,co2,CO2,
127956,U-Boot,WORD,Nautilos,NA,Moby Dick,Moby Dick,
337434,Tau,Seil,Eis,WORD,Tauziehen(stark),Tauziehen,
84833,Verarsche,WORD,NA,NA,Abzocke,Abzocke,
105398,Verwandtschaft,WORD,kann man sich nicht aussuchen,Familienfeier,poplige,poplig,
90896,Mineralwasser,WORD,Prickelnd,Gesund,Vöslauter,Vöslauer,
321436,Lautstärke,Regler,Kontrollieren,WORD,Runterregeln,herunterregeln,
14153,teilen,Facebook,Afrika,WORD,sharen,share,
122090,Schwarzwurzel,Gemüse,WORD,Wurzeln,igitt,igitt,
362239,dicht,eng,WORD,nah,zusitzen,zu sitzen,
271462,Gewinner,Gold,WORD,schnell,medallie,Medaille,
102176,Prinz,WORD,Kleidung,Prinzessin,von arkadien,Der Prinz von Arkadien,
220873,Blitz,WORD,gelb,Elektrizität,zaxkig,zackig,
163278,ausgleichen,Kompromiss,Harmonie,WORD,konfliktscheu,konfliktscheu,
112892,Zettel,Nachricht,Einkauf,WORD,To do-Liste,To-do-Liste,
294309,furchtbar,schrecklich,WORD,schlimm,albtraumhaft,albtraumhaft,
306527,Beethoven,Musik,piano,WORD,clasic,classic,
343240,Asche,WORD,Kaminholz,Grillen,passionszeir,Passionszeit,
88222,Anrichte,WORD,kochen,Möbelstück,"Küche,",Küche,
284944,Herr der Ringe,WORD,Sauron,Gandalf,Lord of the Rings,Lord of the Rings,
118625,Australien,Kontinent,WORD,Outback,Kanguru,Känguru,
35206,Schweiz,Franken,WORD,Skifahren,Schwitzerditsch,Schweizerdeutsch,
316109,Multiplikation,rechnen,multiplizieren,WORD,verfielfachern,vervielfachen,
23860,ausdrücklich,Aussage,Information,WORD,Nachdruch,Nachdruck,
114244,Spontanität,WORD,ungeplant,Spontaneität,sprunghafr,sprunghaft,
17165,Erklärung,WORD,genau,achso,häh,häh,
99312,gewaltlos,WORD,konstruktiv,sinnvoll,friedvoll,friedvoll,
115689,Projektion,Psychologie,Beamer,WORD,(Film)Vorführung,Filmvorführung ,
343204,romantisch,WORD,Freundin,Kerzenschein,Lago di Como,Lago di Como,
71913,winzig,klein,WORD,NA,mikrig,mickrig,
184730,Buchstabe,Schriftzeichen,eine Lettre,WORD,"A, B, c",A,
105380,Artischocke,WORD,grüm,schöne Blüte,bäh,bäh,
289324,übertrieben,Drama,WORD,angst,misverständnis,Missverständnis,
297759,heraus,WORD,NA,NA,rausgehen,rausgehen,
208640,empfinden,Streicheln,WORD,Zufriedenheit,Glűck,Glück,
281784,beziehungsweise,Kontext,Einschränkung,WORD,und/oder,und ,
75419,Bob,Marley,Haarschnitt,WORD,Jund,Bob Hund,
109607,Kühlschrank,Eis,weiß,WORD,холодиник,холодильник,
254583,Skandal,Blick,Empörung,WORD,Boulvardzeitung,Boulevardzeitung,
172740,kaum,wenig,gering,WORD,unter 5%,unter 5%,
58008,Aspekt,Prospekt,Punkt,WORD,Aspekte (Sendung),Aspekte ,
288444,Schüssel,Schloss,Schlüsselbund,WORD,Einberecher,Einbrecher,
366405,Ausbeutung,Ausländer,WORD,Pflegekräfte,Niedriglohnjobs,Niedriglohnjobs,
264172,streichen,Farbe,aussortieren,WORD,beebden,beenden ,
236010,Charme,charmant,angeben,WORD,freundich,freundlich ,
313139,Vizepräsident,Präsident,WORD,NA,Stellvertreter:in,Stellvertreter,
158835,Gin,WORD,Tonic,Ginger,moscow mule,Moscow Mule,
273711,Charme,Ausstrahlung,Schönheit,WORD,appeal,appeal,
357263,anerkannt,WORD,NA,NA,gesattelt (Anglizismus),gesattelt,
9861,verpflichten,beauftragen,Verantwortung,WORD,pflichtsbewusstsein,Pflichtbewusstsein,
75341,Laute,Instrument,hörbare töne,WORD,carmina burana,Carmina Burana,
307569,zudecken,Bett,warmm,WORD,kuschelig,kuschelig,
27615,helfen,Pfadfinder,WORD,Hand,RotesKreuz,Rotes Kreuz,
34934,Widerspruch,WORD,contra,Übereinstimmung,Gegentei,Gegenteil ,
132298,Symbiose,sich ergänzend,WORD,Natur und Mensch,Ying und Yang,Yin und Yang,
141307,Fleiß,Ausdauer,Strebsamkeit,WORD,Ziebstrebigkeit,Zielstrebigkeit,
128751,argumentieren,diskutieren,auseinandersetzen,WORD,kompromis,Kompromiss,
76516,Steckrüben,Hungerwinter,Vegetarier,WORD,nouvelle cuisine,Nouvelle cuisine,
237252,Dekoration,WORD,Design,Interior,interios,interio,
28865,wissen,vermuten,glauben,WORD,Borniertheit,Borniertheit,
340656,künstlich,WORD,nachgemacht,NA,artificiel,artificiel,
276915,Idiot,Fehler,WORD,inkompetent,umbeholfen,unbeholfen,
221659,staunen,WORD,NA,NA,Wos,Wow,
165265,Bus,gelb,Sitz,WORD,busfahree,Busfahrer,
295090,umschreiben,Sprache,Frankreich-Austausch,WORD,Just one,Just One,
129080,eintönig,zweitönig,dreitönig,WORD,viertönig,viertönig,
296988,Heinz,Ketchup,WORD,Bünzli,Baked Beans,Baked beans,
179249,Gleichberechtigung,Mann und Frau,Frauenstimmrecht,WORD,Saffa 58,Saffa 1958,
398798,Ergebnis,WORD,Lösung,frage,Ereigniss,Ereignis,
273385,Flüchtlinge,Asyl,WORD,Not,Hilfesuchend,hilfesuchend,
12738,falsch,WORD,richtig,besser machen,nee nich,nicht,
115009,Katze,Tier,Krallen,WORD,verschmust,verschmust,
102956,Talent,begabt,WORD,kann was draus werden,bibl. Geld,Geld,
175445,Atom,Chemie,Teilchen,WORD,Aggregatszustände,Aggregatzustände,
190520,breit,WORD,NA,NA,body builder,Body builder,
395259,herausragend,Stolz,WORD,Mühe,Mphe,Mühe,
251206,geschafft,fertig,WORD,zu Frieden,endlicz,endlich,
227039,Zelt,WORD,Natur,schlafen,Campng,Camping,
152194,Rolltreppe,WORD,NA,NA,convienience,convenience,
242279,Unsinn,WORD,Gender,Dummheit,Nonsence,Nonsense,
40959,Gerechtigkeit,Justiz,Waage,WORD,Lügenpack,Lügenpack,
277604,Selbstvertrauen,gering,WORD,hoch,Coping-Strategien,Coping-Strategien,
128068,Seilbahn,Berg,Hang,WORD,Gonde,Gondel ,
44948,Thomas,WORD,Mann,Münzer,von aqien,Thomas von Aquin,
325059,mitbringen,WORD,NA,NA,dabeihaben,dabeihaben,
164923,Schaukelstuhl,Opa,WORD,Kissen,Wehrther's Echte,Werther's Echte,
244377,Spion,Barbara Bach,WORD,Rosenbergs,mata hari,Mata Hari,
121150,Makel,Fehler,makellos,WORD,nicht einwadtfrei,nicht einwandfrei,
41225,Ludwig,XIV,WORD,Vampir,van Koopa,Ludwig von Koopa,
389354,Altblockflöte,WORD,Unpraktisch,Mittelalter,Subway to Sally,Subway to Sally,
237022,spüren,fühlen,Hund,WORD,wimd,Wind,
366952,Klimawandel,WORD,Gefahr,NA,Menschengemacht,menschengemacht,
110413,leidenschaftlich,Liebe,WORD,toll,Besseenheit,Besessenheit,
385886,exotisch,Romantik,Fremdländisch,WORD,ausserge lwöhnlich,außergewöhnlich,
358637,Volksmusik,laut,Schunkeln,WORD,rex gildo,Rex Gildo,
98400,schmutzig,dreckif,WORD,unsauber,schnuddelig,schnuddelig,
321455,fleißig,WORD,emsig,diszipliniert,strebsam,strebsam,
88877,unentschieden,Fußball,WORD,Einkauf,Remie,Remis ,
202583,Einbruch,WORD,Verbrecher,Scherben,Gängster,Gangster,
206805,Fasching,zu viele Leute,Kamelle,WORD,Verkleidun,Verkleidung,
27541,staatlich,WORD,privat,anerkannt,Fachinger,Staatl. Fachingen,
390352,vielleicht,WORD,Maybe,nicht,naybe,maybe,
150587,Eigeninitiative,WORD,Hilfe,Plan,sebständig,selbstständig,
299776,arrogant,asozial,egoistisch,WORD,uncool,uncool,
83661,Liege,Sofa,sonnen,WORD,Cheselone,Chaiselongue,
367596,Business,WORD,Geschäft,Wichtigtuer,neumodisch,neumodisch,
125724,gehorchen,Strafe,WORD,Angst,unfreiwilig,unfreiwillig,
310725,gelassen,WORD,NA,NA,gechillt,gechillt,
336996,kriminell,WORD,Einbruch,Mord,Gefänfgnis,Gefängnis,
118501,Bankkaufmann,Ätzjob,aalglatt,WORD,scheissfreundlich,scheißfreundlich,
234408,anrufen,Oma und Opa,WORD,NA,zT nervig,nervig,
251896,Kant,Immanuel,WORD,Philosophie,Imparativ,Imperativ,
174854,Traum,Schlafen,WORD,REM,Luzides,Luzider Traum ,
234342,Lärm,laut,Krach,WORD,Gti,GTI,
275907,gemütlich,Decke,WORD,Schlafen,HEISSE Schockolade,Heiße Schololade ,
153738,einkaufen,laden,Geld,WORD,Komerz,Kommerz,
334153,Landtag,Hessen,Abgeordnete,WORD,Minister/-präsident,Ministerpräsident ,
308114,Meisterschaft,Jugger,WORD,Gendern,Poetry Slam,Poetry Slam,
179638,Zebrastreifen,WORD,Verkehrszählung,gelb,Fusgängerstreifen,Fußgängerstreifen,
374337,Video,WORD,Bandsalat,Familie,antiquirt,antiquiert,
21466,Wahrnehmung,Perzeption,Sinne,WORD,Subjetivität,Subjektivität,
318217,Senat,Politik,WORD,Gelaber,Star wars,Star Wars,
271532,Wunder,Miracle,WORD,NA,Geschnehnis,Geschehnis,
149212,Signal,laut,Gefahr,WORD,zweichen,Zeichen ,
43384,Walter,Mann,Schnauzer,WORD,mittelalt,mittelalt,
138145,Prozession,WORD,Christentum,Prunk,Perspnenzug,Personenzug,
48502,wissenschaftlich,WORD,Untersuchungen,Doktor,Inetlligenz,Intelligenz,
278217,Optimierung,verbessern,optimal,WORD,Improvement,improvement,
122310,anmerken,hinzufügen,erläutern,WORD,besserwissen,besserwissen,
144200,BH,Brust,Anprobe,WORD,Dessou,Dessous,
16890,Therapie,WORD,Krankheit,Unfall,Medinzin,Medizin,
78914,Steckbrief,Liebesbrief,Lieblings,WORD,poesiealben,Poesiealben,
117710,Ungarn,Budapest,ungern,WORD,Dobogöököö,Dobogókő,
233186,Ablehnung,Nein,negativ,WORD,Enttäuschunh,Enttäuschung,
237296,Maximum,WORD,Anstrengung,NA,Zuviel,zu viel,
226287,böse,WORD,Psychopath,Schuld,Hannah Ahrend,Hannah Arendt,
283445,dreist,unverschämt,WORD,NA,Kotzbrocken,Kotzbrocken,
213757,Bronze,WORD,Anerkennung,Erfolg,Olymiade,Olympiade,
297133,behindert,Trisomie-21,WORD,geistig,köperlich,körperlich ,
112823,Coca-Cola,WORD,Zucker,braun,Kohlensaure,Kohlensäure,
326420,graben,Tor,erde,WORD,suft,suft,
163040,Nachthemd,Blümchen,Sex,WORD,stunkt,stinkt,
129383,Löwenzahn,Peter lustig,WORD,grün,p. Lustich,Peter Lustig,
65050,Gewalt,Nazzis,Schmerzen,WORD,Wandalissmuss,Vandalismus,
288745,Drittel,Fraktion,Mathe,WORD,30%,30%,
124998,Dicke Bohnen,rot,Rankenpflanze,WORD,Chilli con carne,Chilli con Carne,
157233,Braunbär,Grizzly,Kanada,WORD,Lachsfang,Lachsfang,
50883,berücksichtigen,Rücksicht,WORD,in Betracht ziehen,(an etwas) denken,an etwas denken,
70147,Salbei,Heilpflanze,strenger Geruch,WORD,samtig,samtig,
28924,Ulrich,Lehrer,Freundlichkeit,WORD,Tollpatschikeit,Toll­pat­schig­keit,
239915,Diener,WORD,servieren,Adel,Gaderobe,Garderobe,
134180,Öl,WORD,Energie,Ernährung,umwelltverschmutzung,Umweltverschmutzung,
236421,Schock,Reanimation,WORD,anaphylaktisch,hypovoläm,hypovoläm,
4235,nutzen,genießen,WORD,gut,utilisieren,utilisieren,
180830,fein,dunkler Stoff,WORD,Fühlen,Manicure,Manicure,
110104,Videospiel,zocken,WORD,verblöden,daddeln,daddeln,
116128,Radieschen,Salat,WORD,Schrebergarten,knackig,knackig,
238285,erzählen,Erzähler,WORD,Opa,Story telling,Storytelling,
223361,selbst,allein,ich,WORD,Sebstgewusstsein,Selbstbewusstsein,
395680,Tortenstück,WORD,Sahne,Kirsche,cafehaus,Caféhaus,
139437,nervös,panisch,WORD,ängstlich,flatterig,flatterig,
197560,Egoismus,Egal,WORD,Alleine,Eigenbrödler,Eigenbrötler,
64541,Anforderung,Mühe,arbeiten,WORD,Ergeiz,Ehrgeiz,
115548,Pass,Reisen,Dokument,WORD,Ausweiß,Ausweis ,
216186,Krebs,Tier,WORD,schlimm,krankheir,Krankheit ,
51677,sozial,engagiert,WORD,kompetent,assozial,assozial ,
98418,gleichmäßig,konstant,WORD,ausgeglichen,ebenmäßig,ebenmäßig,
25229,Identität,WORD,Mensch,Personalausweis,Jason Bourne,Jason Bourne,
385779,Bügel,WORD,Schrank,Kleid,Scg,SCG ,
364315,Inspiration,"kunst, Kultur",Bücher,WORD,ted Talk,TED Talk ,
384472,Hollywood,Filme,Schauspieler,WORD,Monster Movies,monster movies,
250433,Spiele,WORD,Wizard,gewinnen,Fangeb,fangen ,
296138,Ticket,Konzert,WORD,Bus,OpenAir,Open Air,
52092,New York,WORD,Jeans,Manhatten,Never Sleeps,never sleeps ,
314792,Nonne,Kirche,WORD,Glaube,keuscheit,Keuschheit,
62271,Rudolf,Augstein,Rentier,WORD,rote Nose,rote Nase ,
323002,egoistisch,selbstbezogen,WORD,NA,selbstzentriert,selbstzentriert,
123269,Experte,anfanger,WORD,Kenner,professionnel,professionell,
318057,Date,WORD,sexy,Unsicherheit,aufgregend,aufregend,
85747,Zucker,süß,WORD,weiß,Diabettes,Diabetes,
70884,planlos,chaotisch,WORD,Erfolg,eentspannt,entspannt ,
14984,Beteiligung,Teilnahme,WORD,miteinander,Dabeisein,dabei sein ,
84621,Halstuch,wärmen,WORD,dreieckig,Acsessoir,Accessoire,
329080,Busch,WORD,feuer,NA,brenen,brennen ,
191226,Neugierde,offen,WORD,Exploration,neigierig,neugierig ,
239346,stechen,Messer,Nadel,WORD,pieksen,pieksen,
94084,Cognac,Schnaps,Rahmsauce,WORD,Paps,Paps,
194106,verwandt,Oma,WORD,Onkel,Onlel,Onkel ,
172459,klappen,WORD,funktioniere,gelingen,klargehen,klar gehen ,
54583,erklären,darlegen,Sachverhalt,WORD,explizieren,explizieren,
295463,introvertiert,WORD,NA,NA,extrovertier,extrovertiert,
257842,Armee,Militär,WORD,krieg,gewär,Gewehr,
72110,Ziehharmonika,altmodisch,WORD,Note,ehythmus,Rhythmus,
293906,Begegnung,WORD,Schicksal,NA,Schickasl,Schicksal ,
380413,Narkose,Arzt,WORD,NA,kosen,kosen,
300890,Frust,örger,böse,WORD,aggresion,Aggression,
373894,geizig,egozentrisch,sparsam,WORD,geldsüchtig,geldsüchtig,
78632,Fußbank,Schemel,Kinder,WORD,draufstellen,draufstellen ,
202619,Ferien,Urlaub,Sommer,WORD,sklfahren,skifahren,
296986,Südafrika,Pretoria,Apartheit,WORD,Trevor Noah,Trevor Noah,
275193,nervig,frustrierend,laut,WORD,unaushaltbar,unaushaltbar,
187929,Fächer,Schule,WORD,NA,Ikearegale,IKEA Regale,
380712,zügig,schnell,zackig,WORD,schneleler schritt,schneller Schritt,
13557,Pflicht,WORD,Schuld,Zwang,Prinzipie,Prinzipien,
188522,Aufbruch,WORD,NA,NA,"Au ja,",au ja ,
20861,Auftrag,Arbeit,Aufgabe,WORD,to do,to do,
226380,Panne,Auto,WORD,Wagenheber,Erasatzreifen,Ersatzreifen,
96145,Fülle,Blumenwiese,WORD,voll,Korpulent,korpulent,
261986,Karton,Geschenk,Bestellung,WORD,Stiropor,Styropor,
306297,unvollständig,nicht ganz,WORD,NA,unabgeschlossen,unabgeschlossen,
248102,Wäsche,WORD,NA,NA,Waschmaschiene,Waschmaschine,
158186,Stelzen,Kinder,WORD,spielen,Storchenbeine,Storchenbeine,
241506,Schmutz,Dreck,WORD,Putzen,Schmuddelkinder,Schmuddelkinder,
212862,friedvoll,WORD,Landschaft,Ruhe,Friedhif,Friedhof ,
271216,abhauen,Kind,rennen,WORD,klauenn,klauen ,
91212,Engländer,WORD,Regen,Big Ben,Puschelhelm,Puschelhelm,
158050,Justiz,WORD,Richter,Gerechtigkeit,iurist,Jurist,
283737,durchsetzen,WORD,Macht,Aktivität,Stärkw,Stärke ,
83038,beschlossen,abgemacht,Konsens,WORD,Kommittee,Komitee,
343753,Klimawandel,Bedrohung,WORD,schwierig zu bekämpfen,Wetterextreme,Wetterextreme,
220894,Korb,WORD,Baketball,Einkaufswagen,Bastkorb,Bastkorb,
78699,Garderobe,Garderobenständer,WORD,Schirmständer,Schminkspiegel,Schminkspiegel,
252178,Zitat,Poesie,Lektüre,WORD,Phylosoph,Philosoph,
256977,Achtsamkeit,WORD,Gefühle,Außenwelt,Mindful,mindful ,
215088,hell,WORD,Sonne,Licht,atag,Tag ,
181105,Selbstverwirklichung,WORD,NA,NA,egotrip,Egotrip ,
88969,herangehen,WORD,vorgehen,machen,anschleichen,anschleichen,
371936,schwanken,WORD,Alt,Alkohol,Unsicherhei,Unsicherheit ,
146557,Beistelltisch,WORD,aus Holz,kleines Tischchen für Teetablett,dreibeiniges Tischlein,dreibeiniges Tischlein,
161145,Nicki,Lauda,WORD,Vorname,De Saint Phalle,Niki de Saint Phalle,
70980,Rituale,WORD,Gewohnheit,immer das,wiederkehrende Ablauf ider Gewohnheit,wiederkehrender Ablauf der Gewohnheit,
266890,heiraten,WORD,Bindung,Loyalität,Sichbekennen,sich bekennen ,
20474,Artikel,WORD,Aufsatz,Zeitung,"der, die, das",der,
395308,Gurke,Garten,Sommer,WORD,Tatziki,Tzatziki,
332400,CIA,WORD,FBI,kriminell,Central Intelligence Agency,Central Intelligence Agency,
308579,Sonnenuntergang,WORD,rot,orange,Sonennaufgang,Sonnenaufgang ,
173459,tief,flach,WORD,stille Wasser sind tief,gründig,tiefgründig,
344655,vegan,keine tierischen Produkte,WORD,umwelfreundlich,naturbewusst,naturbewusst,
271298,mutig,furchtlos,WORD,riskant,gewagr,gewagt ,
118199,Schuh,WORD,ausgehen,Shoppen,Schrabk,Schrank ,
329333,Flur,Gang,WORD,"ohne Möbel, Hallig",langgezogen,lang gezogen,
364923,beinhalten,enthalten,WORD,NA,zweideutig parsbar,zweideutig parsbar,
108305,Aubergine,violett,WORD,Gemüse,mediteran,mediterran,
75284,Mongolei,Land,China,WORD,Dschinghis Khan,Dschinghis Khan,
251170,Übel,Schlecht,WORD,Bedrohung,nehativ,negativ ,
139525,Floskel,WORD,inhaltsleer,Politiker,dahergesagt,dahergesagt,
362752,Beethoven,Musik,Männlich,WORD,Genderbias,Gender bias ,
195089,gucken,schauen,sehen,WORD,Hansguckindieluft,Hans Guck-in-die-Luft,
229788,Vorfall,unschön,tragisch,WORD,dramtaisch,dramatisch ,
304426,Alzheimer,Krankheit,WORD,NA,Neurodegenerativ,neurodegenerativ,
94260,Wal,Free Willy,Orca,WORD,Walfischgasse,Walfischgasse,
274872,Wärme,decke,WORD,Sommer,költe,Kälte ,
292895,Bürgermeister,Chef,WORD,Politik,Obehaupt,Oberhaupt,
249094,speziell,besonders,Angebot,WORD,ungewöhnlicj,ungewöhnlich ,
168375,genial,klug,WORD,innovativ,einfalssreich,einfallsreich,
340921,gleichgültig,unwichtig,WORD,NA,lustlus,lustlos,
