id_r,cue,resp_1,resp_2,resp_3,incorrect
25229,Identität,WORD,Mensch,Personalausweis,Jason Bourne
386038,färben,WORD,Farbe,Stoff,t-shirt
369156,umrühren,Suppe,Farbe,WORD,Marmelde
389177,Anziehung,Partner,Ladungen,WORD,atracktiv
250575,Trachten,WORD,Tradition,Gebrauch,traditionsgewand
291774,aufgehen,ausdehnen,WORD,erwachen,aufblühen
52092,New York,WORD,Jeans,Manhatten,Never Sleeps
311752,schlank,dünn,WORD,essen,"nicht dürr, nicht dick"
50410,System,Zustand,abgeschlossen,WORD,inertial
318663,krabbeln,Baby,WORD,Knie,alle Viere
119708,Steigerung,Laufen,WORD,Noten,adjective
318234,Major,WORD,trommel,Gugge,picollo
81207,Fräulein,Mädchen,WORD,Mädel,Matmazel
63051,Kapital,Geld,WORD,Börse,Etrag
8665,Linie,Strich,WORD,gerade,Ewald Lienen
80006,Artikulation,Logopädie,WORD,Sigmatismus,Phonetik- Phonologie
329381,heilig,WORD,ausgezeichnet,gottesnah,überweltlich
185249,Amerika,Politik,WORD,Schusswaffen,Lady liberty
227453,erledigen,nervig,Stress,WORD,Prokarstin
84744,Tunesien,lamnd,Afrika,WORD,norsafrika
188650,Anstrengen,nerven,WORD,Stress,auslaugen
172540,Befreiung,WORD,Krieg,Rettung,Gefängni
42367,traditionell,vs.modern,alt,WORD,uncool
295526,fließend,WORD,NA,NA,Muttersprach
252941,werfen,Ball,WORD,NA,wassrr
64909,Handbuch,Notizen,WORD,Nachschlagewerk,erklärbuch
294131,Western,WORD,Film,Zorro,Mojo Dojo Casa House
375612,Wiener,Wurst,WORD,NA,Starköchin
291516,Asphalt,Boden,Trottoir,WORD,Strassse
378493,flauschig,weich,schmusig,WORD,kuschelig
70973,Personengruppe,viele Menschen,Ausflug,WORD,Leiter/in
190466,Klischee,Polen,Diskriminierung,WORD,glibschig
286911,Freiheitsstatue,America,Frankreich,WORD,NewYork
264625,hilflos,Ohnmacht,Ungerechtigkeit,WORD,human condition
182136,Tablett,Küchenhilfe,WORD,Silber,bebrauchsgegenstand
385861,Haken,BH,angeln,WORD,Kleider ….
13557,Pflicht,WORD,Schuld,Zwang,Prinzipie
188658,prima,WORD,passt,toll,supi
9331,Beziehung,Relationship,Gegenseitigkeit,WORD,Verbindung / Abhängigkeit
221203,Kriminalität,Terror,WORD,NA,Aktenzeichen xy
91368,Finanzen,Bank,WORD,verwirrend,Bösre
251838,Tempo,Auto,Angst,WORD,überbordend
301789,tödlich,Ende,WORD,aufpassen,geführlich
248220,Verrat,WORD,negativ,Hinterhalt,Bucg
152567,Anrichte,Schrank,WORD,Lampe,Cupboard
236489,Papa,Vater,WORD,Papi,paperlapap
213262,Zähne,WORD,Zahnfee,Biss,Zahnartzt
261113,Ahorn,Kanada,Baum,WORD,Pancakes
91212,Engländer,WORD,Regen,Big Ben,Puschelhelm
158137,Besorgnis,WORD,Hilflosigkeit,problematisch,Agnst
283977,Ungleichheit,WORD,Rassismus,NA,Political Correctness
74411,Nachfrage,fragen,wissen,WORD,infi
339468,Südafrika,Kapstadt,WORD,Tafelberg,Christian Barnard
221082,Weihnachten,WORD,Geschenke,Familie,Weinachtsbaum
73904,Obst,gesund,WORD,Baum,Ertdbeeren
239836,gewiss,Gewissen,sicher,WORD,"Ja, gewiss (Zustimmung)"
257084,berühmt,WORD,Sänger,reich,Schauspieler/innen
215275,Zopf,WORD,NA,NA,Hefegebäck
181262,Sonntag,WORD,frei,NA,unverplant
88969,herangehen,WORD,vorgehen,machen,anschleichen
372395,Verräter,WORD,Vertrauen,Judas,unloyal
146565,Biene,WORD,fliegt,Honig,gelbschwarze Streifen
156043,Erwachsene,zerstreut,WORD,erfolgsprogrammiert,vernichtungsresistent
70980,Rituale,WORD,Gewohnheit,immer das,wiederkehrende Ablauf ider Gewohnheit
267043,ungenau,WORD,grob,unklar,unprezise
20474,Artikel,WORD,Aufsatz,Zeitung,"der, die, das"
400659,Hochschule,Universität,studieren,WORD,Student:innen
332642,unterrichten,WORD,lehren,Frontalunterricht,Lehrer*in
