id_r,cue,resp_1,resp_2,resp_3,incorrect
191562,albern,kindisch,WORD,abtun,herumalbern
191677,Sahne,Köstlich,WORD,Butter,Cremig
191694,Stich,allein lassen,WORD,Insekten,"Nadeln, nähen"
191904,stur,egoistisch,WORD,unnachgiebig,narzistisch
191912,vornehm,adelig,WORD,Knigge,snobistisch
192087,gemütlich,Hygge,WORD,Zuhause,kuschelig
192112,Tierschutz,Tierwohl,WORD,Schwein,Artgerechte Haltung
192198,dunkel,düster,WORD,Nacht,lichtleer
192354,höflich,nett,WORD,selten,symphatisch
192371,links,rechts,WORD,die LINKE,left
192375,Streich,geige,WORD,Max Moritz,Streicherbogen
192381,Leine,Hund,WORD,Leinsamen,leinestraße
192476,zocken,spielen,WORD,Glückspiel,Pocker
192572,launisch,mürrisch,WORD,missmutig,miesepetrig
192591,liberal,offen,WORD,frei,sch...egal
192592,scheitern,dumm gelaufen,WORD,Niederlage,Miserfolg
192599,Adel,verpflichtet,WORD,traditionsbewusst,überkanditelt
192628,Weihnachten,Baum,WORD,NA,geün
192640,satt,essen,WORD,Bauch,Völle
192672,Obama,Barack,WORD,Afroamerikaner,Yes we can
192795,Rätsel,kniffelig,WORD,Oma,Rätselblock
192826,Leder,nicht vegan,WORD,tierisch,lederharter Ton
192827,angemessen,im Ton,WORD,Ergebnis,ausverhandelt
192836,Fotos,Studium und Punktum,WORD,digital und analog,"festhalten, was ich nicht sehe"
192843,Dichter,Schiller,WORD,Pushkin,Göhte
192943,Bauch,Brauch,WORD,Nabel,gebläht
192947,Behinderung,körperliche Einbußung,WORD,Erschwernis,geistige Einbußung
192995,Geometrie,Mathe,WORD,Architektur,Mathelehrer
193016,Pappe,Paier,WORD,NA,*Papier
193179,klappen,Tür,WORD,NA,kartoon
193244,Acker,Feld,WORD,Pferdewagen,Bsuer
193369,Wohlstand,Reichtum,WORD,Wohl,Wohlstandsgesselschaft
193383,Architektur,Aufbau,WORD,Haus,atadt
193388,Abbild,spiegel,WORD,übertragenes Bild,persöhnlichkeit
193409,Grube,Fallgrube,WORD,Kinderlied,Sprichtwort
193410,Museum,Ausstellung,WORD,erkunden,Disponate
193412,Ungeduld,Anstrengung,WORD,Erwartung,hibbeln
193486,Geheimnis,lüften,WORD,spannend,umwoben
193541,tolerant,Schlagwort,WORD,Rassismus,Sexwerbung
193546,Sarg,aufbahren,WORD,Großmutter,Holtschnitzereien
193607,Queen,Königin,WORD,royal,Bohemian Rhapsody
193612,besuchen,Gast,WORD,einladen,Gäst
193652,Daumen,hoch,WORD,Däumling,Nils holgerson
193658,Safari,Kenia,WORD,NA,big five
193716,geregelt,regeln,WORD,Ordnung,orsnung
193753,DNA,Gene,WORD,Erbgut,Famile
193775,intelligent,klug,WORD,wissen,smaart
194015,Gewerkschaft,Arbeiter,WORD,Rechte,Vertetung
194047,Dorf,Haneke,WORD,Anger,Teicj
194058,Umweltverschmutzung,Plastik,WORD,tot,coffee to go
194097,Freizeit,Ferien,WORD,Feierabend,Feietabend
194105,Wodka,Alkohol,WORD,Wasser,Coctail
194106,verwandt,Oma,WORD,Onkel,Onlel
194216,ätzend,nervig,WORD,schlimm,nervraubend
194227,Schienen,bahn,WORD,Vorhang,zänhne
194229,Sieger,Gewinner,WORD,erster,medailie
194350,Tierschutz,Hunde aus Rumänien,WORD,Katzen,Toerheim
194436,Tropen,Hitze,WORD,Plantagen,schwülheiss
194816,Abstand,Sicherheit,WORD,NA,Reserviertheit
194817,human,menschlich,WORD,NA,reundlich
194836,Elite,netflix-serie,WORD,NA,snobig
194862,Geduld,Warten,WORD,Muße,Abwarteb
194868,Belastung,Arbeit,WORD,last,zuviel
194932,Zunge,Mund,WORD,NA,rausstrecken
194952,Fell,Tier,WORD,warm,kuschelig
194965,Stau,Ätzend,WORD,Umweltverschmutzung,Eingesperrtsein
194980,Schwert,Dolch,WORD,Ritter,Pflugschaar
194986,Hausarbeit,Staubsaugen,WORD,notwendig,Geschirrspülen
194994,links,rechts,WORD,Sozialist,"1 link, 2 links"
195012,beruflich,Rhythmus,WORD,NA,Freiude
195031,Freundschaft,wichtig,WORD,positiv,immerwährend
195061,Magnet,Kran,WORD,Spiel,blaurot
195083,ermitteln,nachforschen,WORD,Investigation,untersuchden
195104,Merkel,Mutter,WORD,CDU,aussitzen
195137,Helm,Fahrrad,WORD,Bauarbeit,Motorad
195139,Ungewissheit,Sorge,WORD,Nervosität,Andpannung
195155,Kopie,Papier,WORD,Drucker,Kopiekopiekopiekopie
195165,nervig,Arbeit,WORD,Enge,Dauerquatscher
195169,Tasten,Klickerklicker,WORD,Fühlen,Soft-touch
195208,Buddha,buddamilch,WORD,buddakäse,buddakuchen
195287,Profil,Gesicht,WORD,Zeichnung,Erkennungsdienstliche Erfassung
195321,Bär,Kanada,WORD,Tierpark,beaunbär
195322,Beweis,Polizei,WORD,drei Fragezeichen,dedektiv
195345,reparieren,Defekt,WORD,Freude,selbstwirksam
195451,Gleichgewicht,Balance,WORD,halten,erstrebenswer
195455,insgesamt,alles,WORD,zusammen,vollumfänglich
195489,Frucht,Avocado,WORD,Liebe,Embrio
195527,Familienleben,anstrengend,WORD,Heimathafen,Quality-Time
195567,Obama,Osama,WORD,Saudi-Arabien,Bin Ladin Group
195584,prima,erstklassig,WORD,Qualitätssigel,"abgemacht, einverstanden"
195659,Queen,Elisabeth,WORD,Königin,Freddy Mercury
195706,Baltikum,Lettland,WORD,NA,Estalnd
195727,Sahne,Kegir,WORD,kocjen,Creme fraiche
195728,waschen,putzen,WORD,Wasser,saubermachen
195745,Übel,Schlecht,WORD,Gemein,Kotzen /brechen
195746,Strom,Energie,WORD,Politikum,Gas /Wasser /Wind /Sonne /Kohle /Atom
195752,Latein,Fremdsprache,WORD,Stowasser,"Kasus, Numerus, Genus"
195754,Langeweile,nichts zu tun,WORD,Zeit haben,bore out
195764,Strom,Elektriker,WORD,Dreistockdurchgangsklemme,Beleuchung
195892,Engel,Flügel,WORD,Los Angeles,mysthische Wesen
195900,Rätsel,Kreuzworträtsel,WORD,Opa,Escape Room
195949,Optimist,Pessimist,WORD,NA,lebebsfroh
196028,zocken,World of warcraft,WORD,Akne,Gamingstuhl
196102,niedrig,klein,WORD,NA,drübersteigen
196115,Family,Englisch,WORD,Sesamstraße,Mrs. Sutcliffe
196116,Drogen,Spritze,WORD,Bürgermeisterin,Görlitzer Park
196185,Busen,Brust,WORD,bostenhalter,dekolete
196201,Kollegen,Team,WORD,miteinander,nicht aisgesucht
196289,grün,Natur,WORD,pflanzen,die grünen (partei)
196322,aufstehen,Morgen,WORD,NA,Sitzeb
196438,aufgeregt,nervös,WORD,rote Wangen,wichtiges event
196443,Finale,füßball,WORD,endlich,staffelfinale
196451,Umweltverschmutzung,Bubble,WORD,Greta,zu wenig awareness
196499,Oma,alt,WORD,liebe,eseen
196522,ausruhen,entspannen,WORD,pausieren,runterkommen
196552,Arroganz,Schülerin,WORD,Snob,hochnäsigkeit
196603,verdienen,erwerben,WORD,erarbeiten,Werschätzung
196641,stolpern,hinfallen,WORD,fallen,ruckeln
196645,Schwert,Blut,WORD,Kampf,Stecherei
196667,erläutern,Erklären,WORD,Hilfestellung,Klassenarbei
196695,vermuten,Gedanke,WORD,Rätsel,Fremdwahrnehung
196701,Sieb,Himbeeren,WORD,Nudeln,Aubfluss
196706,Dame,Spiel,WORD,Höflichkeit,granziös
196731,Skifahren,Beinbruch,WORD,NA,Scgnee
196808,Psyche,krank,WORD,Belastbarkeit,Burn out
196818,Streich,Joachim,WORD,junge,maxundmoritz
196856,Fremdsprache,Englisch,WORD,Spanisch,Französich
196962,Versicherung,Abzocke,WORD,Gewinnmaximierung,Sicherheitsbedürfniss
196969,speziell,Besonders,WORD,NA,Herrausragend
196989,Promille,Alkohol,WORD,Kater,enthemmtheit
197011,einzeln,alleine,WORD,getrennt,einyam
197013,Jura,Recht,WORD,Anwalt,Gerechigkeit
197031,Abend,Tagesende,WORD,Gegenteil von Morgen,Tagesausklang
197048,Fee,Zauber,WORD,Flügel,Feenstaub
197050,finanzielles,Geld,WORD,Risiko,veroflichtungen
197101,Kinder,Liebe,WORD,Glück,Schnoddernase
197225,herum,rundherum,WORD,herumgehen um die Ecke,lirum larum
197310,Unruhe,laut,WORD,NA,hibbelig
197405,Nachname,Vorname,WORD,nachahmen,nachnehmen
197407,eins,zwei,WORD,einst,einssein
197459,Abbau,Kohle,WORD,NA,antropie
197486,riesig,geoß,WORD,NA,groß*
197560,Egoismus,Egal,WORD,Alleine,Eigenbrödler
197614,Henne,Hahn,WORD,Nostalgie,Bauenhof
197640,Skifahren,Schnee,WORD,Urlaub,Snownoard
197653,Scham,Peinlichkeit,WORD,introvertiert,Verletzlichkeit
197746,zart,rosa,WORD,zerbrechlich,feingliedrig
197819,mal,verschnaufen,WORD,bummelngehen,Urlaubmachen
197869,dringend,eilig,WORD,sofort,schnellstens
197936,zu Hause,Hamburg,WORD,Barmbek,Lemsahl
197957,Segel,Schiff,WORD,Meer,Wassee
197989,Niere,Bier,WORD,Innereien,Brennesseltee
197999,Entscheidungen,Leitung,WORD,entschlossen,richtungsweisend
198022,egal,gleichgültig,WORD,Meinungslos,wurscht
198095,CDU,SPD,WORD,Politikverdrossenheit,Chrisltich
198096,Umweltschutz,Greta,WORD,e Autos,Klimaerwämung
198098,Treppe,Stufen,WORD,aufstieg,sotlpern
198106,schick,Mode,WORD,aussehen,Gescmack
198172,sensibel,feinfülig,WORD,NA,dünnhäutig
198177,Besuch,Freunde,WORD,NA,Famile
198260,Geweih,Hirsch,WORD,Tattoo,Kauknochen
198311,Lebensstandard,Geld,WORD,soziale schichten,unterwchiedlich
198346,Männer,Geschlecht,WORD,Macht,Patriachat
198403,Kompass,Norden,WORD,Orientierung,Abendteuer
198411,stimmen,Wahl,WORD,dafür,Melden (Schule)
198486,Queen,Elizabeth,WORD,bicycle,freddy mercury
198499,Gleichgewicht,Balance,WORD,NA,Gut /Böse
198511,Gelegenheit,Freunde,WORD,Sport,Kaffee tinken
198570,Penis,Schwanz,WORD,Sex,ponkeln
198573,Mitmenschen,Mitgefühl,WORD,Kollegen,Freinde
198616,Urne,Tod,WORD,Beerdigung,Friehor
198682,Foto,Picture,WORD,Hundi,Fotoapperat
198750,Promille,Alkohol,WORD,trinken,fahruntauglich
198807,Aktie,Börse,WORD,DAX,Highspeedhandel
198816,prima,supi,WORD,gut,primstens
198817,umsonst,für lau,WORD,NA,Kost nix
198849,Spannung,Wasser,WORD,Aufgabe,elektriz
198859,wahrscheinlich,auch,WORD,immer,all3s
198937,wertvoll,Schatz,WORD,behüten,indivduell
198955,gute,passende,WORD,erfreuliche,komplikationsfreie
199117,Wärme,weich,WORD,Frau,kuschelig
199133,Ernährung,gesund,WORD,vegan,en vogue
199135,speziell,besonders,WORD,Bedürfnisse,Aufmerksamkeit heischend
199158,verwirklichen,Selbst,WORD,Erfüllung,Relität
199172,gerade,Linie,WORD,vermessen,ebenmässig
199183,Autos,schnell,WORD,Diesel,co2
199257,Balance,Ausgeglichenheit,WORD,Waage,Buddismus
199348,wohlfühlen,zu Hause,WORD,gesund sein,comfort Zone
199397,stoppen,Anhalten,WORD,NA,Stopping Power
199400,Putin,Stalin,WORD,NA,Putain
199401,nicht,Doch,WORD,NA,Not (Englisch)
199459,Leine,Hund,WORD,Band,Gassigehen
199495,Flamme,Feuer,WORD,rot,hei8
199509,bitten,begging,WORD,Jesus,händeringen
199583,Wohnzimmer,gemütlich,WORD,Fernsehen,Couch / Sofa
199586,stechen,sich mit einer Nadel in den Finger stechen,WORD,NA,von einer Biene / Wespe
199787,Behörde,Amt,WORD,Bürokratie,Insitution
199795,Rausch,Glücksrausch,WORD,Taumel,Runners High
199898,Meister,Karate,WORD,Koch,Star Wars
199905,billig,preiswert,WORD,zu einfach,schrottig
200257,Po,Backen,WORD,NA,grapschen
200275,Gestank,Socken,WORD,NA,Singed
200334,Adel,hochnäsig,WORD,Geld,blaublütig
200357,tätig,Kummer,WORD,Unsicherheit,Angsr
200472,feiern,Party,WORD,Urlaub,weinachten
200515,Limit,Vorbei,WORD,Eingeschränkt,Bradley Cooper
200525,Straftat,krimminell,WORD,Verbrecher,auweia
200532,Weiterbildung,Horizonterweiterung,WORD,Austausch,über den Tellerrand schaun
200538,Freude,Wunderbar,WORD,bereichernd,lebnswichtig
200569,Lüge,Scham,WORD,NA,Selbstwergefühl
200597,materiell,Geld,WORD,Not,Marxisumus
200623,spannend,interessant,WORD,fesselnd,elektisierend
200625,Kugel,Ball,WORD,Ei,kringel
200629,Privatleben,Zuhause,WORD,intimspäre,internas
200630,Fotos,Bilder,WORD,Shots,ablichtingen
200669,Betrug,unfair,WORD,hinterhältig,abzocken
200726,schade,desole,WORD,unfortunately,domage
200764,Hohn,Spott,WORD,Gemeinheit,Lächerlichmachen
200811,nichts,Garnix,WORD,nervt,immer noch nix
200819,autonom,Antifa,WORD,Ultra,Meyer-drawe
200822,aufhören,Stop,WORD,Halas,arrete
200922,Leiche,Tod,WORD,Sterblichkeit,Unwiederruflich
200925,Zelt,Abenteuer,WORD,Natur,Outdoorf
201040,Zensur,schwarze Balken,WORD,keine Meinungsfreiheit,mundtot machen
201085,lustlos,müde,WORD,Energie,rumhängen
201100,Kriminalität,man,WORD,Bedrohung,white collar
201128,zusammen,gemeinsam,WORD,NA,Team work
201152,eventuell,vielleicht,WORD,möglicherweise,uunsicher
201166,Äpfel,Rot,WORD,Obst,Knackig
201280,Siegel,Geheim,WORD,Marke,Eindeitig
201320,Anstand,Erziehung,WORD,Benehmen,Hoefflichkeit
201325,angeben,protzen,WORD,stolzieren,proleten
201456,Horror,blanker Horror,WORD,Shining,Film the rocky Horror picture Show
201465,Sahne,Erdbeeren,WORD,Kalorien,Schwarzwälderkirsch
201681,Vorhaben,Zweck,WORD,Absicht,Project
201716,altern,Falten,WORD,NA,Wiesheit
201730,Sieger,Pokal,WORD,NA,Medallie
201732,Klinik,weiß,WORD,NA,Ärzt*innen
201734,Bereitschaft,Feuerwehr,WORD,NA,Notärzt*innen
201761,Übelkeit,Magen Verdorben,WORD,Verkatert,ubergeben
201774,klauen,stehlen,WORD,Straftat,Diebstahö
201795,Mut,tapfer,WORD,NA,Verletzlichkeit
201876,Rest,Essen,WORD,NA,zuviel
201900,Vulkan,Hephaist,WORD,NA,Gott Vulkanus
201903,Coronavirus,Sars Covid-18,WORD,Gefäßerkrankung,Pims
201908,Kreisel,Claudia,WORD,Flohmarkt,Kreyselblick
201929,keine Ahnung,unwissend,WORD,ratlos,Dummschwätzer
201943,Glut,HEISS,WORD,Feuer,Ofeb
201964,Applaus,Publikum,WORD,laut,Applausometer
202062,Aktion,Reaktion,WORD,planen,+
202084,gemütlich,warm,WORD,NA,kuschelig
202091,Lebensunterhalt,Geld,WORD,Arbeit,befög
202104,Ewigkeit,Das All-eine (Buddhismus),WORD,Gott,langeweike
202205,prima,gut,WORD,erstklassig,herrvorragend
202333,rufen,hören,WORD,laut,ignonieren
202466,reparieren,richren,WORD,Schreibfehler,wegwerden
202486,Banane,Schale,WORD,NA,Costa Rica
202575,Besitz,Haus,WORD,Eigentum,Habgut
202701,anschauen,Bild,WORD,Landschaft,Menschem
202740,Drogen,Polizei,WORD,Schmutz,Arbeitslosichkeit
202747,Turm,Burg,WORD,Waffe,Pfane
202754,Urenkel,Liebe,WORD,Wärme,Zeretlichkeit
202760,teilnehmen,dabei,WORD,NA,leut
202766,Ozean,Meer,WORD,fische,drckig
202792,Maske,Corona,WORD,Entschleunigung,Karantäne
202826,von,zu Hause,WORD,Arbeit,Puschkins Buch
202832,Brötchen,belegt,WORD,Käse (milchfrei),Salami (fleischfrei)
202949,Ursprung,Stammbaum,WORD,NA,Steizeit
202979,autonom,Verantwortlichkeit,WORD,Geld,Unanhängigkeit
203191,altmodisch,Gemütlich,WORD,NA,Plisseerock
203195,Unruhe,Reiselust,WORD,Defekte,Zweufel
203210,Niveau,hoch,WORD,brillant,sofistiziert
203295,Ausstieg,Freiheit,WORD,NA,Systemverweigerer
203297,Raupe,Schmetterling,WORD,Pelzig,angefressene Pflanzen
203320,speziell,Angebot,WORD,anders,besonder
203339,Niere,Urin,WORD,Organ,saure Nierchen
203346,Gitter,Käfig,WORD,Muster,Gefngenschaft
203512,selbstständig,Frau,WORD,Leben,Stundent
203548,stimmt,genau,WORD,manchmal,manchh
203550,Nahrung,üppig,WORD,Genuss,notwe dig
203567,anfassen,sexuelle Belästigung,WORD,Zärtlichkeit,übergriffig
203580,Mut,tapfer,WORD,Herausforderungen annehmen,abenteuerlustig
203589,Privatleben,wichtig,WORD,Eigenbrötler,unverletzbar
203636,Zeichnung,Kinder,WORD,Papier,Bleistifft
203644,überflüssig,unnöetig,WORD,NA,zuviel
203649,Pflaster,Verletzung,WORD,Mutter,Atzt
203696,Gesetze,Gerechtigkeit,WORD,Anwendungsfragwürdigkeit,Paragrafe
203734,kriegen,haben,WORD,Krankheit,bereichung
203776,Großeltern,Erinnerung,WORD,Familie,Geborgenheir
203846,Mitleid,schön,WORD,wichtig,unbedankt
203907,Niederlage,Pech,WORD,Üben,Verlorenn
203945,miteinander,Zusammen,WORD,Vereint,Germeinsam
203994,Reifen,Auto,WORD,Kreis,Geschwindigkeiz
204062,Ausgang,sperren,WORD,Ende,ausegehen
204071,Party,Familie,WORD,Leckereien,FreundeMusik
204089,flexibel,elastisch,WORD,nicht bestimmt,nicht sturr
204113,Paddel,Boot,WORD,rudern,Stand up
204159,gebraucht,alt,WORD,Auto,wertig
204163,Dominanz,Herrschaft,WORD,Unterwerfung,Shades of Grey
204204,Würfel,Spiel.,WORD,Werfen.,Hexaeder.
204226,altmodisch,konservativ,WORD,NA,unvortschrittlich
204241,Unwohlsein,Übelkeit,WORD,Intuition,Bauchgrummeln
204267,Frucht,Apfel,WORD,Belohnung,Erbeere
204275,Zwang,unwiederstehlich,WORD,NA,nicht verdrängbar
204293,Weiterentwicklung,Leben,WORD,NA,innetr
204297,ziellos,Navi,WORD,schlaflos,Neuorintierung
204372,nett,lieb,WORD,freundlich,lächelb
204416,hungern,3. Welt,WORD,abnehmen,ausgehungerte Kinder
204428,Lehrstelle,gute Sache,WORD,Schulabschluss,Vorgegestzte
204612,Strom,knistern,WORD,Licht,Elektritzität
204646,gleich,egal,WORD,unentschieden,stimmnt
204701,Vorlesung,mitschreiben,WORD,Hörsaal,Professor/in
204771,Verteidigung,Militär,WORD,NA,Von der Leyen
204808,Raupe,Schmetterling,WORD,eklig,Eichenprzessionsspinner
204826,schätzen,Anzahl,WORD,gegen,zirca
204991,Sauer,Zitrone,WORD,verdient,Johannesbeere
205058,Profi,Gut,WORD,Sport,Erfolf
205169,Dorf,klein,WORD,Natur,wenig eimwohner
205183,Schock,Unfall,WORD,NA,katastrofe
205224,Lebensunterhalt,Geld,WORD,Brot,Gehalr
205349,Putin,Schauspieler,WORD,Korruption,Ruski
205432,Tasten,Tastatur,WORD,Klavier,Compuer
205500,Wald,Tannen,WORD,Bäume,Eifek
205505,Option,Auswahl,WORD,NA,Moglichkeiten
205593,gratis,umsonst,WORD,Falle,gibt's nicht
205596,Unterdrückung,Schlecht,WORD,Revolution,Disktator
205649,unüberlegt,Vorschnell Entscheidung,WORD,Kopflos,aufbrausend
205695,einzeln,alleine,WORD,Einsamkeit,Zraurigkeit
205743,Korb,Blümen,WORD,NA,Obt und Gemüse
205750,Ostern,feiern,WORD,NA,Osternhase
205782,Ansporn,Freude,WORD,Mut,Ergeiz
205858,Angabe,Mathematik,WORD,NA,Angebet
205863,Aggression,Feundlich,WORD,NA,unfait
205908,singen,Chor,WORD,Note,Iied
205909,Gegend,Natur,WORD,Gras,Grűn
205911,Demenz,Alter,WORD,Rheuma,Gebreche
205916,Pusteblume,Klee,WORD,Lebensfreude,Frűhling
206014,ungewöhnlich,Zeiten,WORD,Art,gentelman
206016,Hilfsbereitschaft,Religion,WORD,NA,charakte
206035,Bücher,"Lesen, Abenteuer, Kopfkino, Spannung, Wissen, Geschichte usw",WORD,"Imagination, Freiheit","Lernen, Schule, Arbeit,"
206059,Gift,Krimi,WORD,Schlange,Agatha Christie
206092,weiterhin,nochmals,WORD,NA,immerwieder
206111,steif,starr,WORD,bügeln,linkisch
206183,zwischenmenschlich,Sex,WORD,Hilfe,freunschaft
206266,einsam,allein,WORD,Corona,zweisam
206271,ätzend,blöd,WORD,schlimm,unausstehl9ch
206307,Maske,Karneval,WORD,verstecken,Geicht
206308,viele,Menge,WORD,NA,Gewusel
206431,Lied,Text,WORD,Thema,liedlich
206435,beraten,lassen,WORD,Küche,Kosnetik
206453,Sarg,Tode,WORD,Friedhof,BEgrabung
206484,laufen,Sport,WORD,anstrengend,Bewgwung
206500,Melone,Sommer,WORD,Bowle,Fruchtig
206568,Depression,Burn-out,WORD,Stimmungstief,Weineb
206643,Besen,ecken,WORD,Reisig,kehrricht
206774,verirren,verlaufen,WORD,suchen,hänsel und gretel
206811,Brunnen,Wasser,WORD,Marktplatz,Frau Holle
206846,Neigung,nett,WORD,freundlich,sympatisch
206851,konservativ,veraltet,WORD,aristokratisch,Großbritanien
206867,Latein,Sprache,WORD,römisch,romansch
207016,extra,zusätzlich,WORD,Gewinn,aussertourlich
207117,eben,wach,WORD,Eiderstedt,Anti fouling
207136,Englisch,Lieblingssprache,WORD,Weltsprache,Tea time
207176,kalt,Wetter,WORD,NA,ungequem
207178,Drogen,Hilfe,WORD,NA,oje
207192,Unwohlsein,Krankheit,WORD,schlecht,Missempfinden
207248,Oma,Großmutter,WORD,lieb,Altersdiskrimination
207249,schlau,intelligent,WORD,gebildet,gewieft
207261,Beichte,Kirche,WORD,Beichtstuhl,Prister
207292,Beamte,Amt,WORD,faul,Lehrer*in
207384,Bundestag,Politik,WORD,Legislative,Suverän
207677,Facebook,Vielfalt,WORD,up to date,likes
207746,gern,Schokolade,WORD,NA,Spprt
207955,Verkauf,Abgabe,WORD,NA,Be4atung
208004,Belohnung,Arbeit,WORD,NA,suessed
208050,ablehnen,Schmerzen,WORD,Angst,Furstartion
208187,Erholung,ausruhen,WORD,genießen,enspannen
208254,Plastik,Verschmutzung,WORD,NA,gesundheits schändigend
208255,Autos,Führerschein,WORD,besitzen,fahreb
208263,Nachrichten,Zeitung,WORD,online Zeitung,taggeschau
208271,Auskunft,Info Büro,WORD,Weg Fragen,Helfs Büro
208321,behaupten,stolz,WORD,zufrieden,meinungsstark
208367,fein,Dessert,WORD,Seide,zartgliedrig
208504,belegen,Brötchen,WORD,NA,Seninare
208509,lecker,Mahlzeit,WORD,mein Mann,Coctail
208512,Streik,Gewerkschaft,WORD,Forderungen,Sit in
208606,freiwillig,gerne,WORD,NA,feude
208627,Sahne,Torte,WORD,Creme,Sűß
208629,Reiz,Farbe,WORD,Jugend,Schőnheit
208630,lustig,Lachen,WORD,traurig,Smilye
208638,Selbstvertrauen,Arroganz,WORD,Dorian Day,Selbsteett
208640,empfinden,Streicheln,WORD,Zufriedenheit,Glűck
208686,Papier,Blatt,WORD,Heft,umweltfreudlich
208689,verbinden,miteinander,WORD,NA,jemanden/ etwas
208768,Gewerkschaft,Solidarität,WORD,Rechte,Arbeitsgebegr
208772,Team,Freundschaft,WORD,Arbeit,Team Building
208850,Pech,Schicksal,WORD,Verloren,Vermust
208880,sorgenfrei,Leicht,WORD,Entspannt,Herumspringen
208920,Faden,Nähnadel,WORD,Nudel,Erzählungsstrang
208923,betrunken,alkoholisiert,WORD,beeinträchtigt,Kontrolverlust
208985,Onkel,Verwandschaft,WORD,NA,Missbrauch (präventiv pädagogik)
208990,Musical,Oper,WORD,NA,Mama Mia
209073,Zigarre,Aschenbecher,WORD,Gestank,vogelanflugstang
209130,Paddel,Boot romantisch,WORD,ruhe,wasserplätschern
209280,Queen,hüte,WORD,alt,corgies
209380,Safari,Afrika,WORD,Abenteuer,Logde
209394,versorgen,Vorsicht,WORD,Prüfen,Vorrausschau
209491,spenden,Geld,WORD,helfen,jelfen
209506,Irrtum,Fehler,WORD,Umweg,vertan
209532,Zunge,lose Zunge,WORD,Geschmack,rausstrecken
209534,Gedächtnis,Stütze,WORD,Notwendig,Wirrwar
209551,Erfinder,Edison,WORD,Auto,frude
209558,riesig,groß,WORD,rot,bombatich
209571,abstrakt,Gemälde,WORD,Statue,abstrachieren
209577,Hahn,Henne,WORD,laut,glockel
209597,Kleider,Hosen,WORD,NA,hemde
209669,respektvoll,ehrluch,WORD,nett,hofflich
209719,unfair,Sport,WORD,Verhalten,hintertückisch
209921,Nachbarn,Freundlichkeit,WORD,Rücksichtnahme,Hilfsbereitschsft
209922,Kamin,heimelig,WORD,Wärme,kuschelig
210043,gewiss,alter Mann,WORD,Grenze,Grenzd
210110,Medien,"Zeitung, Radio, TV",WORD,Beeinflussung,"Facebook, Instagram, Twitter"
210114,Schreck,Angst,WORD,kalter SCHWEISS,zitterung
210116,Gast,Freude,WORD,leckeres Essen,gemütlichheit
210120,Schwierig,leicht,WORD,Rätsel,Teat
210122,nur,so viel,WORD,NA,nicht (nur) -sondern auch
210201,Becher,Bitter,WORD,NA,Zanputzbecher
210268,Experimente,Chemie,WORD,Mengele,0p0hysik
210285,Seelenfrieden,selig,WORD,Zufriedenheit,ruhig/Ruhe
210287,Redner,Rednerin,WORD,NA,Pult/Podest
210291,Verbrechen,Schaden,WORD,Opfer,Täter/Täterin
210359,Sturz,Schmerzen,WORD,Politiker,Rmbruch
210447,Beil,Hinrichtung,WORD,Scharfrichter,Maria Stuart
210450,Wurst,Ekel,WORD,Tiere,Vegatarier
210552,Atmung,Luft,WORD,Corona Virus,Lüngenentzündung
210583,Bart,Männer,WORD,störend,Zwege
210658,belegen,reservieren,WORD,beweisen,"bedecken,"
210682,spannend,Krimi,WORD,Bergsteigen,Springparcour
210708,Botschaft,Nachricht,WORD,NA,Ambassade
210747,intensiv,heftig,WORD,deutlich spürbar,langandauernd
210771,Thron,König:in,WORD,prächtig,Kaiser:in
210851,Cola,ungesund,WORD,schlecht,ubel
210864,Figur,Gesicht,WORD,Körper,Sylhouette
210910,Geometrie,Mathematik,WORD,schön,symetrie
210915,weiblich,rund,WORD,lachen,führsorge
210927,Krone,"Macht, herrschen,",WORD,Geld und Gut,"Adel, blaues Blut"
210928,Wissenschaftler,Forscher,WORD,Neugierde,Wißbegierte
210950,Amerika,Freiheit,WORD,Spaß,grand canion
211069,Klassik,akzeptiert,WORD,als MASS,wohlbekannt
211160,Rede,Diskussion,WORD,Wut,Zuviel
211200,lieb,Froh,WORD,Freund,Armung
211247,siegen,gewinnen,WORD,einen Preis bekommen,reüssieren
211289,Magnet,Kompass,WORD,schule,Huhlschrank
211292,Privatleben,Familie,WORD,Sport,Hobbi
211293,Taktik,Soldaten,WORD,Freunden,Gescheft
211294,Wind,Segelboat,WORD,Wetter,Flughzeug
211297,Gesetze,Recht,WORD,Rechtanwald,Regirung
211302,Erlaubnis,Rathaus,WORD,Fahrzeug,Zulassungstelle
211330,erledigen,Aufgaben,WORD,stressig,To do Liste
211398,Ohr,Hören,WORD,Ohrenschmalz,Ohring
211484,komplett,ganz,WORD,NA,eineandfrei
211558,neues,alt,WORD,glänzend,zerissen
211587,Verurteilung,Gericht,WORD,Strafe,Gerecgtigkeit
211693,Schiller,Autor,WORD,Wilhelm Tell,Ghoete
211698,human,Mensch,WORD,Anglizismen,Homo sapiens
211752,Freundschaft,selten,WORD,Kaffee,herzerwärmend
211789,einigermaßen,Naja,WORD,mittelmäßig,soso lala
211791,Weihnachten,Weihnachtsbaum,WORD,Geschenke,famile
211796,Kamera,Photos,WORD,Phone,ipad
211806,Psyche,krank,WORD,NA,depreession
212009,auffordern,Tanz,WORD,Date,Weber (Carl Maria von)
212152,fromm,Kirche,WORD,NA,Betschwester
